#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B3CBB6
#Date Time: 2026-07-17 00:07:11.766
#Start: 500 Hz
#Stop: 100000 Hz
#Steps: 100
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.49996 V
#Offset: -5.00031 V
#Relative: no
#Channel: Channel 2
#Range: 5.53101 V
#Offset: -4.99998 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
7662.122533924203,-0.2450148115539532,-10.2645477019948,77.93943758140185
8083.358125709173,-0.2866898068454433,-10.73561008303424,77.90259769267193
8527.751716208051,-0.3115618434106001,-11.2401265030989,77.85828704176777
8996.576447849668,-0.3439707992591827,-11.67382815781496,77.62586317805204
9491.175455796858,-0.3676626613532625,-12.14518394497357,77.64341716059059
10012.96571589205,-0.3993359221246606,-12.58571377493001,77.74430308433084
10563.44210414895,-0.4109390989848209,-13.03766786207605,77.37473555386291
11144.18167942021,-0.4370137314923917,-13.49284153944937,77.32172700171482
11756.8482015106,-0.4451129585505691,-13.92582576030066,76.54995572290932
12403.19689767966,-0.4605011752159435,-14.32627390464443,76.50990824480111
13085.07949118912,-0.4674948424367092,-14.73494565943615,76.08973619035881
13804.44950630183,-0.4812922580621439,-15.15499000698357,75.52768718553079
14563.36786492988,-0.4942395238217878,-15.42798157208479,75.44678379617568
15364.00879096636,-0.5121532409416167,-15.93744403877156,74.09053602509107
16208.6660392155,-0.513281463955957,-16.30278140256515,73.41920876838711
17099.75946676697,-0.5187555916866178,-16.6584894363321,72.5175449842172
18039.8419656402,-0.5308841524651847,-17.1563052043547,72.10749668197749
19031.60677656027,-0.5462335520995837,-17.52036199383971,70.83909203061894
20077.89520481873,-0.5613081414877742,-17.75337675448399,69.71076057191873
21181.70476032408,-0.5507325827688501,-18.13883204505627,68.9078269313401
22346.19774516282,-0.57363777054134,-18.43796819949318,67.73728932917531
23574.71031327321,-0.5754860333497268,-18.82688404163779,62.93110430258787
24870.76202818685,-0.5738588498202611,-19.63397921669233,70.86993518822278
26238.06594622023,-0.5807660069525802,-19.49069437652753,62.4624988037599
27680.53925400335,-0.5762024597248606,-19.89292833337928,60.73258182744453
29202.31449082084,-0.5864243346320812,-20.23679097933786,59.54245847842777
30807.75138791674,-0.5923593457505869,-20.75659123595671,56.52267656697192
32501.44935868083,-0.601844019724958,-21.00862454428468,55.47700618497034
34288.26067550031,-0.6032159967227368,-21.21220077097771,52.86264213856145
36173.30437102633,-0.6078263278547655,-21.82650096988699,49.87459755534552
38161.98090368199,-0.614747244191149,-22.28176515595333,49.63016063389956
40259.9876294262,-0.6216241638551044,-22.50655478449822,45.31251695427505
42473.33512409896,-0.6283708047236678,-22.78942005323787,41.93721277323192
44808.36440310974,-0.6218187900703653,-23.2221021906828,40.16132618797901
47271.76508780142,-0.6082940427063757,-23.89379971109516,37.73635952804854
49870.59457053511,-0.6339741617146054,-24.09193872607221,35.98612943875226
52612.29823340104,-0.595915045869693,-25.01578754869685,32.42016407154323
55504.73077848113,-0.6282360334843824,-24.86426810046849,29.51300474272819
58556.17873077128,-0.6146103142406294,-25.60061001921662,29.52293787340051
61775.38417823233,-0.6013205775210683,-25.86154564772475,21.32699311194835
65171.56981698306,-0.6653458288628656,-19.71368099862984,94.13033527028948
68754.46537338606,-0.6090259200201654,-19.85386416335652,170.2415040452788
72534.33547872418,-0.6029242280734727,-17.21464871466971,16.35604559283097
76522.00907632476,-0.6608248267589769,-20.43734331345139,136.9305403804082
80728.91044538074,-0.6179539053660165,-26.39561426604403,100.6720374285504
85167.09193034843,-0.5844387358959178,-29.79492624619535,14.68701673566326
89849.26846968802,-0.5590085775943048,-29.84482628183362,-9.771583452068619
94788.8540228692,-0.5430163959422186,-30.37113694893412,-15.61721982666177
100000,-0.5488989246350653,-32.92238640900347,-13.06481597417007
